,tweet,label
2787,news government advises using witchcraft boost immunity coronavirus epidemic,fake
2788,january donald trump claimed coronavirus totally control february said would disappear saying could stopped pretty easily known donald trump knew failed act paying price,fake
2789,maker novel coronavirus arrested,fake
2790,commitment agreements secured covax facility start signing formal agreements partner vaccine manufacturers developers secure doses needed end acute phase covid19 pandemic end 2021,real
2791,yesterday laboratories processed 4014 tests bringing total number tests completed date 486943 282 swabs taken managed isolation quarantine facilities yesterday,real
2792,indiafightscorona recoveries india grow difference active cases widens recovered patients 3 5 times active cases staysafe indiawillwin,real
2793,disaster management act prohibits people posting anything coronavirus social media,fake
2794,c 19 scare causing people north dakota stock marshmallows donaldtrump covid19 northdakota,fake
2795,video terrible conditions covid 19 ward delhi hospital,fake
2796,chinese experts warn scar lung caused covid 19 severe sars 17 years ago,fake
2797,something like chart italian government like see cdcgov state level data source,real
2798,people usa march call arrest bill gates,fake
2799,icymi npr interviews fda adviser believe effective covid vaccine trials completed end 2020 subscribe daily newsletter covid related news andamp updates full story,real
2800,omarkelly corona virus real afffecting people personally seen business around decades disappear shut wait everyone business need open lives depend,fake
2801,daily update published states reported 798k tests 65k new cases covid 19 states reported 1037 deaths today fifth day row 1000 covid 19 deaths united states,real
2802,photo man woman embracing shared facebook twitter alongside claim shows two italian doctors died covid 19 contracting disease patients treated,fake
2803,video showcasing successful trials completed covid 19 vaccine developed pgimer india,fake
2804,coronavirusupdate indiafightscorona highest ever single day covid19 recoveries 60091 last 24 hours,real
2805,coronavirusupdates india covid19 recovery rate improves 76 28 august 28 2020 steady improvement india covid 19 recovery rate since lockdown initiation march 25 2020 indiafightscorona icmrdelhi via mohfw india,real
2806,text claiming covid 19 transmitted mosquitoes,fake
2807,tribal leaders help safeguard communities covid19 funerals burials actions like social distancing help stop spread coronavirus learn guidance funerals burials tribal communities,real
2808,president trump official spokesman goya beans donaldtrump coronavirus spokesman goyabeans,fake
2809,wash hands day long use alcohol afterwards protect virus much pointing backhand index happens favourite restaurant wonder covid 19 coming,fake
2810,indiafightscorona gap recovered cases active cases progressively growing wide 3 4 total cases 36l recovered andamp discharged active cases less 10 5l small proportion less 1 4 total cases,real
2811,11 25 pm 22nd april breakdown cases state lagos 504 fct 119 kano 73 ogun 24 katsina 21 osun 20 oyo 17 edo 17 kwara 10 kaduna 9 akwa ibom 9 borno 9 bauchi 8 delta 6 gombe 5 ekiti 4 ondo 3 rivers 3 jigawa 2 enugu 2 niger 2 abia 2 benue 1 anambra 1 sokoto 1 adamawa 1,real
2812,mum drops kids 72 hours early reopening school,fake
2813,indiafightscorona india crosses milestone 1 million covid19 tests day 10 lakh people tested last 24 hours,real
2814,video purportedly showing covid 19 victims body bags strewn across floor new york hospital shared several thousand times multiple languages social media,fake
2815,guarantee safety children covid19 schools cannot resume provide guidelines safe opening schools hon emeka nwajiuba minister state nigeducation,real
2816,whatthebit 7 different coronavirus know mers cov sars cov sars cov 2 covid19 229e also infects bats nl63 oc43 also infects cattle hku1 last 4 coronavirus common likely everyone caught lifetime,fake
2817,indiafightscorona new recoveries india exceeded new cases fifth consecutive day 89746 recoveries registered last 24 hours country whereas number new confirmed cases stands 83347,real
2818,camel library ethiopia reached 22 000 children forced school covid19 education monday mondaymorning mondayvibes education,fake
2819,ok new site look visual evolution least much change hood last three weeks built processes sustain project long term,real
2820,morningmotivation pandemic covid 19 opportunity us stay positive stay healthy live life,fake
2821,louisiana continues stayathome hospitals become overloaded however distancing relaxed potential 43k hospitalizations overwhelming system april 30 learn,real
2822,dawood ibrahim died covid 19,fake
2823,one note hospitalizations data users planning backfill older data cache screenshots regularly take state public health websites,real
2824,update published states reported 733k new tests 2nd lowest number past 2 weeks also reported 53k new cases fewest since 7 7 though still huge number pre july standards hospitalizations well say,real
2825,changed directives need isolate infected people,fake
2826,presssec says realdonaldtrump never downplayed virus expressly said coronavirus woodwardtapes,fake
2827,models estimate newjersey high positive test rate near full icu capacity new jersey elevated risk based reopeningsafely metrics learn,real
2828,chain message circulated tuesday jan 14 warning people avoid going shangri la plaza mall mandaluyong city supposed case severe acute respiratory syndrome sars reported one mall medical clinics,fake
2829,help stop covid19 pandemic report 16 march impact interventions coronavirus mortality healthcare demand adapted amazing sjforkids science journal teens article read full article,real
2830,indiafightscorona high levels recovery reported various states uts 60 total recovered cases pooled 5 states contributing 62 total active cases,real
2831,coronavirus live 12 hours surface,fake
2832,coronavirus number uk cases rises 3330,real
2833,coronavirus karaoke night linked covid 19 outbreak pub customers told self isolate,real
2834,time study common signs andamp symptoms reported covid19 patients nigeria cough fever addition patients died reported difficulty breathing people died 61 70 years age,real
2835,new legislation introduced enforce local lockdown one english city tackle spike covid 19 cases,real
2836,news boris johnson proposes moonshot plan defeat covid using jedi space magic,fake
2837,facebook video claims pcr test inventor said tests effectively diagnose covid 19,fake
2838,nigeria 5 labs capacity test covid19 located fct lagos edo osun states,real
2839,503 new cases covid19nigeria lagos 153 ondo 76 edo 54 fct 41 enugu 37 rivers 30 benue 24 osun 20 kaduna 15 kwara 13 abia 9 borno 8 plateau 6 taraba 5 ogun 3 kano 3 kebbi 2 nasarawa 2 bayelsa 1 gombe 1 29879 confirmed 12108 discharged 669 deaths,real
2840,india detected covid19 cases mar apr 2020 fake misleading claims around pandemic rose common communal rumours followed false guidelines notifications per boomlivein analysis,fake
2841,photo couple locked intimate embrace face masks lowered shared facebook posts claim nurses treating covid 19 patients italian hospital,fake
2842,scientific studies prove sars cov 2 causes covid 19 exists,fake
2843,political leader andra pradesh made nurse touch feet image,fake
2844,discharges today include 2967 community recoveries fct 103 community recoveries kwara state managed line new case management guidelines breakdown cases state found via takeresponsibility,real
2845,correction ireland cabinet self isolate health minister reportedly tested coronavirus,real
2846,whatsapp message claims italian government sent nas branch carabinieri close department charge plamsa related therapies mantua hospital cure covid 19 48 hours government would done order obtain bill gates vaccine,fake
2847,using cypress eucalyptus vapor treatment covid 19 works,fake
2848,sir patrick vallance says number covid19 cases clearly increasing across age groups adds think virus doubling roughly every seven days emphasises true uk could 49000 cases per day mid october,real
2849,coronavirusupdates covid19 india tracker 26 august 2020 08 00 confirmed cases 3234474 recovered 2467758 76 3 active cases 707267 21 9 deaths 59449 1 8 indiafightscorona indiawillwin staysafe via mohfw india,real
2850,video viewed hundreds thousands times facebook youtube march april 2020 alongside claim shows koran recitation us senate meeting attended president donald trump covid 19 pandemic,fake
2851,keep key times mind wear cloth face cover slowthespread covid19 remember practice protective measures like social distancing washing hands learn,real
2852,spike covid 19 cases u seen june 2020 due increased testing,fake
2853,cdcmmwr shows counties covid19 spread rapidly june andamp july infections activities andamp events community increased since may slow spread community wear masks public stay 6 feet apart andamp wash hands often,real
2854,total number confirmed cases 1163 9 active cases nz one significant cluster nz remains open st margaret rest home auckland combined total confirmed probable cases 1513,real
2855,two women drove auckland wellington new information tells us limited physical contact two friends getting lost trying leave auckland,real
2856,another reason casual attitude people towards covid 19 people seen crowded places without taking precautionary measures wearing facemask maintaining socialdistancing etc resulting people getting infected novel coronavirus,real
2857,every turn president trump ignored experts downplayed threat covid 19 posed misled american people paying price every single day,fake
2858,coronavirus vaccines change recipients dna covid 19 vaccines designed make us genetically modified organisms,fake
2859,video girl dying coronavirus shopping mall,fake
2860,masks key preventing asymptomatic spread covid new study finds asymptomatic mild symptomatic patients shed viral particles median 28 31 days respectively,real
2861,cocaine bleach cure coronavirus,fake
2862,indiafightscorona last 24 hours maharashtra 19423 contributed 23 41 new recoveries states andhra pradesh 9628 karnataka 7406 uttar pradesh 6680 tamil nadu 5735 contributed 35 5 new recoveries staysafe indiawillwin,real
2863,please pull mask onto chin speak cough sneeze inside mask wash dispose properly watch useful advice use face masks reduce risk covid19 spread takeresponsibility,real
2864,8 population may infected antibodies vast majority people still vulnerable disease says sir patrick warns people britain still danger contracting coronavirus live updates,real
2865,coronavirus found broiler chicken,fake
2866,rt pib india india recovery rate soars past 70 highest single day recoveries 56110 record 733449 tests conducted,real
2867,coronavirus gripped italy nobody willing carry corpses italy streets,fake
2868,local woman informs kids mother day going ahead despite coronavirus,fake
2869,covid19 disruptions child maternal health services health checkups vaccinations andamp prenatal postnatal care threaten undo decades hard progress,real
2870,amitabhbachchan also covid patient get well soon eshe bhi rishte wo corona k baap lgte h god bless everything gonna fine soon,fake
2871,one case recovered total number active cases remains 27 quarantine total number confirmed cases 1198 number report world health organization,real
2872,speech spanish king felipe vi coronavirus plagiarized book palmeras en la nieve las palmeras,fake
2873,untreated vitamin deficiency linked increased risk covid 19,real
2874,recent rise deaths equally distributed across us cases risen rapidly deaths followed suit note west death number impacted washington state removing 39 deaths counts determined covid 19,real
2875,total number confirmed cases covid 19 1199 number report world health organization one new zealand receiving hospital level care covid 19,real
2876,pangolin original cause covid 19,fake
2877,putin stated russian citizens 2 options stay home 15 days jail 5 years,fake
2878,rahul gandhi priyanka gandhi breaking lock regulations saying need visit friends meerut road near mohoddin pur muradnagar nahar,fake
2879,potential connection covid 19 severity makes headache week clinical trend,real
2880,chinese pet owners killing cats dogs throwing window fear pets spreading coronavirus comes memos issued authorities pet owners get rid animals,fake
2881,today covid act u interventions model launched inference projections state level believe inference projections first public covid model fit dynamical intervention disease models available realtime covid data,real
2882,kowheori 19 covid 19 update two new cases covid 19 report first detected recent returnee managed isolation facility second community case,real
2883,coronavirusupdates indiafightscorona india tests highest single day covid19 samples 8 6 lakh cumulative tests cross 2 85 crore,real
2884,339 new cases covid19 139 lagos 28 kano 28 oyo 25 edo 22 katsina 18 kaduna 14 jigawa 13 yobe 13 plateau 11 fct 8 gombe 5 ogun 4 bauchi 4 nasarawa 3 delta 2 ondo 1 rivers 1 adamawa 7016 cases covid19 nigeria discharged 1907 deaths 211,real
2885,indiafightscorona testing hub lucknow disease recorded shortest average time process samples among institutions country details staysafe indiawillwin,real
2886,jackie chan quarantined suspected coronavirus,fake
2887,yesterday laboratories processed 6006 tests brings total number tests processed 508711 total number swabs collected yesterday well 10000,real
2888,many aware female governor michigan niece george soros,fake
2889,coronavirusupdates total covid19 cases india september 05 2020 77 23 cured discharged migrated 3107223 21 04 active cases 846395 1 73 deaths 69561 total covid 19 confirmed cases cured discharged migrated active cases deaths,real
2890,indiafightscorona india recovery rate amongst covid19 patients improved 76 98 figure demonstrating continuous progress number recovered cases overtaken active cases 21 lakhs,real
2891,part efforts reduce risk covid19 infection among health workers ncdc collaboration africacdc continues conduct lpc training across nigeria ongoing training katsina state critical reducing risk covid19 transmission nationwide,real
2892,drinking hot water ou tea kills new coronavirus cannot resist heat,fake
2893,daily update published tracked 626667 completed tests 100k reported last 24 hours note think capturing roughly 90 tests completed state state details see,real
2894,photos large plastic wrapped bundles offloaded plane covid 19 vaccines china sent nigeria distributed free,fake
2895,australian tv network 7 news predicts covid 19 case numbers victoria one day advance,fake
2896,although testing capacity improving michigan percentage tests come back positive still high means testing limited many cases may go undetected michigan moving right direction tests needed reopeningsafely,real
2897,together help stop spread coronavirus learn ways protect others covid19,real
2898,393 people spoken referred testing,real
2899,states currently track contain covid vermont maine fell yellow slow disease growth green track contain covid due increase daily new cases,real
2900,bihar govt extended lockdown till aug16 lockdown began july 16 scheduled end july 31 part new restrictions govt andamp pvt offices allowed function 50 workforce total closure current lockdown,real
2901,john edward grimes praised social media speaking wearing masks sticking social distancing rules,real
2902,connecticut newest state join others green covid risk map cases steadily decreasing connecticut covid preparedness meets exceeds international standards,real
2903,april convened world leaders launched access covid19 tools act accelerator three months accelerator already shown results drtedros,real
2904,ever investigate corona virus originated wet markets wuhan institute virology forgotten,fake
2905,4 pm update published us states report completing tests least 357907 people 63989 yesterday total note track tests state reports report quite details see,real
2906,biggest news today got fresh total test number lacking fresh number washington state testing among smaller states situations louisiana colorado stand,real
2907,sadly four people hospital covid 19 three stable isolation ward one middlemore two north shore hospital fourth person waikato hospital icu,real
2908,news people bored lockdown flock ikea make staying home seem less shit,fake
2909,many 49 instances mask orders shutdowns distancing,real
2910,change number people recovered 1433 96 confirmed probable cases significant clusters remains 16 additional cases additional deaths report,real
2911,indiafightscorona india consistently maintained low andamp declining case fatality rate 1 64 lowest compared global average 3 2 many countries aim achieve national cfr less 1 many states uts even today cfr less 1,real
2912,one case likely linked cluster still investigated undertaken 30000 tests last 48 hours 38 people linked cluster government managed quarantine precautionary measure,real
2913,infointerest kia ora 350 probable cases part total number returned negative test still considered probable suspected case covid 19 probable case returned positive test currently quarantine,real
2914,south carolina reported 72 new deaths 30 state ever reported day large number state quarter population florida,real
2915,reported death toll also reached new high 2746 important caveat number ny reported 941 deaths newly confirmed occur last 24 hours sharp local reporting topic,real
2916,justin trudeau wife released video hospital bed,fake
2917,hair weave lace fronts manufactured china may contain coronavirus,fake
2918,returning today data states reported 21k new cases 18 states reported 400 new cases,real
2919,alabama set new record deaths 47 breaking previous record set yesterday oklahoma set new record cases today breaking 1000 first time states also set new records hospitalized covid 19 patients,real
2920,238 new cases covid19 92 kano 36 fct 30 lagos 16 gombe 10 bauchi 8 delta 6 oyo 5 zamfara 5 sokoto 4 ondo 4 nasarawa 3 kwara 3 edo 3 ekiti 3 borno 3 yobe 2 adamawa 1 niger 1 imo 1 ebonyi 1 rivers 1 enugu 2170 confirmed cases covid19 nigeria discharged 351 deaths 68,real
2921,virus settle air grounded transmitted air,fake
2922,russian cdc admitted covid 19 human made,fake
2923,india tamil nadu bjp party workers distributed drugs along covid 19 relief goods,fake
2924,new guidelines icmr covid 19 released 6th august 2020 prophylaxis tab ivermectin 12 mg day 1 day 7 day 30 2 hrs dinner followed every 30 days 1 tab 12mg till pandemic taken high risk people frontline health workers reduces severity disease fatality 80 90,fake
2925,middle global pandemic trump administration trying prevent people getting health care,fake
2926,duck dynasty amusement theme park shut due coronavirus louisiana duckdynasty philrobertson,fake
2927,government chief scientific officer sir patrick vallance says uk could face 49000 new covid19 cases day mid october get latest story,real
2928,india records 19000 positive cases total confirmed case count crosses six lakh country half recovered delhi cm arvind kejriwal launches plasma bank capital videoconferencing today covid 19 coronavirusfacts,fake
2929,cdc reports social distancing working people feeling distant ever coronavirus covid19 pandemic,fake
2930,rt drharshvardhan lauded drdo india building make shift hospitals capacity 1000 patients andamp additional 100 icu beds,real
2931,god tests positive covid 19 church services continue,fake
2932,delays reporting long weekend likely result higher numbers states territories later week states already posting higher numbers many still much lower last week,real
2933,urgent broadscale commitment andamp investment countries achieve goal covax bring pandemic control accelerating development andamp manufacture covid19 vaccines andamp guarantee fair andamp equitable access countries,real
2934,france needs tests population however paris sent tests algeria,fake
2935,news boris johnson ends lockdown immediate effect first full night spent screaming baby,fake
2936,donald trump would receive 17 million three hotels closed four days republican bill hell right,fake
2937,coronavirus q andamp survival kit coronavirus panic,fake
2938,coronavirus infected broiler chicken,fake
2939,covid19 testing done free cost govt labs maximum cost covid 19 test pvt lab jharkhand fixed rs 2400 also include charges picking transportation samples documentation reporting covid 19 covid covid 19 corona,real
2940,claim facemasks restrict breathing cause hypoxia,fake
2941,around someone covid19 someone health department may check health phone number changes tell health department andamp doctor learn,real
2942,picture quotes pharmacist stefano montanari saying wearing protective masks would make people breathe excessive levels carbon dioxide leading respiratory acidosis cancer,fake
2943,media outlets reported boy died 3 times coronavirus 3 countries,fake
2944,use caution relying gaiters face shields help protect others covid19 researchers currently investigating effectiveness learn,real
2945,indiafightscorona cumulative testing date reached 37651512 823992 tests conducted last 24 hours high level testing sustained basis leads early diagnosis details mohfw india icmrdelhi staysafe,real
2946,total number confirmed cases covid 19 1203 number report world health organization one new zealand receiving hospital level care covid 19,real
2947,photo shows president rodrigo duterte along senator bong go rounds coronavirus pandemic philippines,fake
2948,says 800 number call track status stimulus check,fake
2949,global coronavirus deaths exceed 800000,fake
2950,new coronavirus pandemic fake restrictions aim enrich mighty individuals,fake
2951,rt decline vaccination due disruptions delivery uptake immunization services caused covid19 pandem,real
2952,wash paws washing paws recommended dr fucini getting rid covid 19 peta request,fake
2953,doctors hospital new zealand cheering video cure last covid 19 patient country shut covid 19 ward,fake
2954,india scientists found hiv gene embedded covid 19 china bio weapon,fake
2955,us maintain measures contain covid19 long practical cdc state local governments also implement strategies minimize impact novel coronavirus us communities,real
2956,government media hides death coffins parking lot spain,fake
2957,covid19 cases declined states last 7 days covid 19 widespread many areas particularly upper great plains midwest south six states reported 10000 new cases last week see data,real
2958,israel manufactured coronavirus vaccine,fake
2959,new autopsy reports suggest jeffrey epstein likely died covid 19 complications,fake
2960,yogrishiramdev immunity booster coronil kit used cure covid19 must discontinued many days used boost immunity discontinue,fake
2961,furloughing nurses hospitals western new york state,fake
2962,new wuhan virus data china surprises doctors death china coronavirus virus pollution plague,fake
2963,coronavirusupdates indiafightscorona covid19 recovery rate maintains upwards journey nearly 72 today covid tests nearly 3 cr,real
2964,coronavirus yemen denial covid 19 worse still fog mystery many dying,real
2965,holding breath 10 seconds acts test covid 19,fake
2966,news priti patel announces country undertaken eleventy billion covid 19 tests,fake
2967,stocked 303000 tests currently nz level 3 restrictions speed implemented would made material difference containing outbreak,real
2968,father son physicians may die covid florida,real
2969,canadian prime minister justin trudeau wife hospital bed urging people stay home avoid ending seriously ill covid 19,fake
2970,claimed israelis discovered vaccine coronavirus deaths,fake
2971,know september sepsis awareness month sepsis body extreme response infection life threatening medical emergency learn protect family sepsis sam2020,real
2972,total number active cases nz 10 total number confirmed cases 1165 number report world health organisation one significant cluster nz remains open st margaret rest home auckland,real
2973,reserve bank india rbi extended year closing 6 30 20,fake
2974,sign newsletter get updates covid tracking project opportunities take action better data,real
2975,general donald trump charge coronavirus china wuhan,fake
2976,drinking alcohol cure covid 19,fake
2977,coronavirus actually expanded exosome caused 5g,fake
2978,rt politifactwisc president trump says mosinee covid relief programs saved 1m wisconsin jobs 87000 wisconsin business,fake
2979,rt cdcdirector new cdcmmwr cdc andamp academic partners narrow timeline covid19 limited community transmission likely started,real
2980,diary someone covid 19 self isolation,fake
2981,video unidentified woman warns africans accept vaccines china claiming chinese government wants kill african population fake vaccines says seven children died senegal given fake vaccine china,fake
2982,ease covid19 lockdown mass gatherings andamp travel remain restricted individuals andamp businesses adviced provide facilities hand hygiene adhere physical distancing discourage sharing materials educate staff covid19 takeresponsibility,real
2983,tamilnadu dmk party leader selva kumar kicked lady doctor duty forward video group punished,fake
2984,non covid19 patients continue require controlled medicines management pain palliative care surgical care anaesthesia mental health neurological conditions treatment drug use disorders,real
2985,dr fauci says every american microchipped,fake
2986,1 2brilliant business model masks steam inhalation 2 3 times day surest way defeating corona,fake
2987,18 states reported 900 new cases today nevada texas hit new highs,real
2988,public health authorities deploy emotionally absent fathers teach social distancing coronaoutbreak covid19,fake
2989,covid 19 deaths ireland august,fake
2990,says anthony fauci married ghislaine maxwell sister,fake
2991,two cases reported yesterday kaduna repeat tests therefore kaduna total 114 confirmed cases apologise contactkdsg remain committed ensuring release accurate andamp reliable data breakdown cases state,real
2992,jburnmurdoch thereal truther follow sweden herd immunity strategy sweden gaslighted thinking even pandemic even w 6000 deaths 150 000 long term c19 cases andamp numbers infected increasing despite questionable diy tests offer ppl still dont believe,fake
2993,daily update published states reported 763k tests 37k cases 663 covid 19 deaths important caveat update include texas daily data still today,real
2994,research change learned two different ways states determine covid 19 deaths merits one little accurate lot faster cdc advises one uses states bind,real
2995,update covid19 coronavirus clinical progression varies cases common presentations fever cough followed fatigue cases pneumonia read full report,real
2996,aware lagos abuja majority confirmed cases nigeria focus therefore remains urgently drastically contain cases support states regions best way mbuhari covid19nigeria,real
2997,houseflies transmit covid 19 virus,fake
2998,blind people obstacle talent covid19 positivevibes song sharukhkhan zalima coronavirusinindia,fake
2999,health secretary says window closing get coronavirus control,fake
3000,child gets virus going hospital alone van people know people know home without time need,fake
3001,agreeing msm virus exists bioweapon natural justifies need lockdowns etc virus least safe get choose whether buy science kaufman lot good work done many,fake
3002,4pm update locked us tested least 103945 people 27450 yesterday total note track tests state reports states report negative tests details see,real
3003,three stories breaking self isolation made illegal one 10 protected covid19 first year vaccine trump nominate woman succeed ginsburg supreme court,real
3004,doctor says video must go get infected end pandemic vaccines going infect us another disease fear causes illnesses,fake
3005,schools could forced close partially fully lack coronavirus tests staff symptoms headteacher warned,real
3006,reduced retail activity temporary reduction coin production due covid 19 caused national coin shortage shortage part plan eliminate paper money,fake
3007,new forecasts show us likely report covid19 deaths next 4 weeks previous 4 weeks includes increase deaths 25 states andamp 1 us territory 160000 andamp 175000 total deaths expected aug 15 see,real
3008,see treatments unproven maybe dangerous warp speed vaccines mandated w safety history got,fake
3009,indiafightscorona average daily tests registered 3 2 times expansion third week july 326971 first week september 1046470,real
3010,covid19 antibody testing material cost company 8,real
3011,icymi fda approved test looks viral proteins antigens different rna virus pcr tests looked,real
3012,goi also asked states uts facilitate testing big way adoption campaign mode organizing testing camps using mobile vans etc shall effectively take covid 19 tests people doorsteps high incidence areas using rapidantigentest,real
3013,today three people hospital covid 19 one isolation ward north shore hospital two icu north shore waikato hospitals,real
3014,coronavirusupdates india covid19 recovery rate improves 76 47 august 29 2020 steady improvement india covid 19 recovery rate since lockdown initiation march 25 2020 indiafightscorona icmrdelhi via mohfw india,real
3015,celebrate eidaladha remember limit spread covid19 around avoid sharing personal items wear face mask observe physical distancing wash hands often sneeze cough bent elbow let celebrate sallah safely takeresponsibility,real
3016,coronavirusupdates covid19 india tracker 13 september 2020 08 00 confirmed cases 4754356 recovered 3702595 77 9 active cases 973175 20 5 deaths 78586 1 7 indiafightscorona indiawillwin staysafe via mohfw india,real
3017,new react study results published today method used identify small increase infection numbers low prevalence setting important takeaway message need reduce transmission ensure enter new epidemic phase,real
3018,cat got coronavirus arsehole,fake
3019,health canada implements new rule customers leave grocery stores much food fit cheeks coronavirus covid19,fake
3020,latest cdc covidview report shows covid19 activity remains peaks seen march april increasing several parts country find covid 19 activity increasing area,real
3021,washington post published editorial whose title either wild capitalism dies civilization dies,fake
3022,branderzy danieltobias literaryeric zacbissonnette 260k mix covid 19 likely plus missed care suicide savings decreased mvcs trauma move onto next 1 2 years may begin see costs missed vaccine doses esp hib prevnar 12mo age group,fake
3023,indian armed forces salute coronawarriors together fight coronavirus,fake
3024,rasam soup like concoction herbs tamarind juice lentils best way cure coronavirus,fake
3025,doctor rio de janeiro brazil releases audio saying isolation since patients covid 19 city,fake
3026,words wise top ten lockdown era definitions need know language media propaganda privacy,fake
3027,daily update published states reported 986k tests 47k cases 901 deaths today testing numbers highest date,real
3028,saw 3 states report 2000 cases today california florida texas,real
3029,proud indian muslim man stress muslim rw friends attribute everything bad muslims never stop think muslims like hindus rs 50 000 crore much azim premji donate,fake
3030,great news hospitalization data figures current covid 19 hospitalizations 50 states dc guam puerto rico data settles systems changeover solid national number,real
3031,indiafightscorona centre rushes high level central team jammu assist strengthening covid19 containment surveillance testing efficient clinical management pmoindia drharshvardhan ashwinikchoubey covidindiaseva covidnewsbymib,real
3032,new zealand prime minster jacinda ardern visited temple country declared covid 19 free,fake
3033,word coronavirus disinfecting spray reaffirms virus known outbreak could planned,fake
3034,viral video suggesting self check covid 19 holding breath,fake
3035,near low end per capita deaths places 60 deaths per 100000 29,fake
3036,new case novel coronavirus registered saudi arabia nurse india diagnosed specific strain virus,fake
3037,5 pictures show people alledegedly infected staphylococcus bacteria masks pandemic,fake
3038,covid 19surge spreadsheet based tool hospital administrators public health officials use estimate surge demand hospital based services covid19 pandemic learn,real
3039,confirmed case household contact previously confirmed case linked cluster probable case nurse employed waitemata district health board self isolation affected areas waitakere hospital remain closed,real
3040,454 new cases covid19nigeria lagos 87 edo 63 fct 60 ondo 41 benue 32 abia 31 ogun 29 oyo 19 kaduna 17 delta 16 enugu 15 borno 14 plateau 9 nasarawa 8 kano 5 bauchi 4 gombe 2 katsina 1 kogi 1 27564 confirmed 11069 discharged 628 deaths,real
3041,diagnosed cases falling hotspots growing number states outside south show worrisome patterns especially school reopenings horizon five,real
3042,mrdelvan g0leary lastwordwilliam thank seen article beginning track hospitalizations icu admissions etc got work figuring best sourcing states report,real
3043,coronavirus dogs deployed helsinki airport sniff virus,real
3044,msrightmsright cedarcourthotel freenationtoday nigel farage leehurstcomic illegal immigration happening worldwide engineered un member nations distract attention away real issues totalitarianism fake pandemic total removal human rights development mass democide newworldorder distracted,fake
3045,president trump announced biological lab wuhan covid 19 virus created funded president barak sp hussein obama 2015 tune 3 800 000 american dollars,fake
3046,75 covid decedents co morbidities like cv disease diabetes,real
3047,caring someone living alzheimer disease another type dementia take additional steps protect care covid19 pandemic,real
3048,hold breath cursor moves video coronavirus,fake
3049,covid 19 worse outbreaks occurred every election year suggesting new coronavirus hyped hurt president donald trump,fake
3050,update minhealthnz today new cases covid 19 report new zealand 82 days since last case covid 19 acquired locally unknown source total number active cases new zealand remains 27,real
3051,occupational safety health administration say masks work covid 19,fake
3052,indiafightscorona india registers record high recoveries 94000 recovered last 24 hours india total recoveries continue rise cross 43 lakh today 5 states contribute 60 new recoveries,real
3053,coronavirus discovered poultry,fake
3054,cindy mccain becomes second republican join joe biden transition team widow distinguished us military officer would affiliate w biden deep ties adversary ccp stuck americans launched bioweapon covid19 us soil,fake
3055,joe biden tested positive coronavirus,fake
3056,patient infected coronavirus killed drug dealers,fake
3057,standby got little bug squash daily numbers,real
3058,rt mohfw india indiafightscorona yet another peak scaled india registers highest single day recoveries 81000 las,real
3059,corona virus claims black belt chuck norris dead 80,fake
3060,want go second national lockdown says prime minister boris johnson adds going keep everything review,real
3061,president united states america donald trump tested positive covid 19,fake
3062,rt cdc hivaids cdc new guidance prep programs affected covid19 discusses home specimen collection kits hiv std testi,real
3063,daily update published tracked 8 1 million tests 318k yesterday new one day high note track tests state reports details see,real
3064,tube removed video touting coronavirus treatment make president trump look bad,fake
3065,education maharashtra 17th rank country five years ago today state stands 3rd fadnavis ji regime nadda said bjp rally navi mumbai february 16 2020,fake
3066,deaths rising quickly states cases hospitalizations increasing past month growing segment country likely continue,real
3067,list 10 claims coronavirus allegedly doctor worked hospital shenzhen,fake
3068,coronavirus update hand sanitizer shortage people boiling hands five minutes coronavirus covid2019,fake
3069,florida refusal report current covid 19 hospitalization numbers leaves us without critical data point one worst outbreaks summer surge,real
3070,countries put place export restrictions andamp several instances requisitioning key medical supplies national use drtedros covid19,real
3071,kerala india consumerfed starts 24 hours free home delivery liquor,fake
3072,viral message claiming insurance benefits covid19 deaths claimed two pm suraksha yojana schemes pradhan mantri jeevan jyoti bima yojana pmjjby pradhan mantri suraksha bima yojana pmsby misleading fakenews,fake
3073,indian government issued guideline monitor citizens activity call social media handles surveillance,fake
3074,trump family go facemask production donaldtrump coronavirus fashion ivankatrump facemasks,fake
3075,video shows dead bodies lying beach shared claim bodies coronavirus patients dumped sea,fake
3076,coronavirusupdates covid19 india tracker 11 september 2020 08 00 confirmed cases 4562414 recovered 3542663 77 6 active cases 943480 20 7 deaths 76271 1 7 indiafightscorona indiawillwin staysafe via mohfw india,real
3077,new publication sciencemagazine evolution andamp epidemic spread sars cov 2 brazil 76 virus strains europe interventions reduced r number 1 1 6 r insufficient control transmission uniofoxford usponline imperialcollege,real
3078,says covid 19 remains air eight hours everyone required wear masks everywhere,fake
3079,sanitary technicians going inspect houses seize cash,fake
3080,worldmosquitoday fact covid19 cannot transmitted mosquito bites knowthefacts,real
3081,restrictions easing lockdown phase 2 public gathering 20 people outside workplace restricted opening religious centres strict guidelines interstate travel except essential goods non essential international travel,real
3082,covid 19 sensor inserted every phone apparently everyone phone disruptions earlier week adding covid 19 trackers phones erted every phone apparently everyone phone disruptions earlier week adding covid 19 trackers phones iphone go settings privacy health yet functional watsapp forward checked android google apple allowed track people freely penalised illegal tracking,fake
3083,trump virus sweeps america,fake
3084,israel become first country reimpose strict nationwide lockdown stop spread coronavirus friday schools restaurants hotels shut restrictions movement place least three weeks world news,real
